order_id,customer_id,order_date,category,product_name,unit_price,quantity,country,payment_method,channel,order_status
ORD103491,CUST1619,2024-09-05,Sports,Water Bottle,728.0,1.0,India,Credit Card,Website,Delivered
ORD100361,CUST1347,2024-04-18,Sports,Cycling Gloves,1373.06,1.0,Germany,UPI,Marketplace,Delivered
ORD103316,CUST83,2024-07-14,Electronics,Phone Case,4017.85,2.0,UAE,credit card,Mobile App,delivered
ORD104236,CUST1470,2024-06-08,Toys,Puzzle 1000pc,1893.6,2.0,India,COD,Website,Returned
ORD103833,CUST813,2024-04-07,Toys,RC Car,787.65,2.0,India,Credit Card,MOBILE APP,Delivered
ORD103918,CUST233,2024-03-19,Fashion,Cotton T-Shirt,387.1,1.0,India,PayPal,MOBILE APP,Delivered
ORD104041,CUST725,2024-05-01,Electronics,Bluetooth Speaker,708.8,1.0,india,Credit Card,Website,Delivered
ORD102163,CUST1771,2024-04-10,Sports,Cycling Gloves,1483.96,1.0,Germany,Debit Card,Mobile App,Delivered
ORD105551,CUST1118,2024-01-08,Sports,Resistance Bands,1109.45,1.0,UK,,Marketplace,Returned
ORD104657,CUST920,05-09-2024,Electronics,Power Bank,1913.0,1.0,USA,Debit Card,Mobile App,Delivered
ORD102928,CUST1361,2024-01-09,Electronics,Power Bank,2981.98,2.0,USA,Debit Card,Website,Delivered
ORD100730,,03-01-2024,Electronics,Phone Case,4537.67,1.0,India,Net Banking,Mobile App,Delivered
ORD101751,CUST1101,2024-07-17,Electronics,Wireless Earbuds,2738.92,2.0,India,Net Banking,Website,Delivered
ORD105202,,12/06/2024,Electronics,Wireless Earbuds,1265.43,1.0,USA,Credit Card,MOBILE APP,Delivered
ORD105085,CUST592,2024-04-13,Fashion,Cotton T-Shirt,1467.45,2.0,United Kingdom,,MOBILE APP,Delivered
ORD102006,CUST996,2024-01-07,Fashion,Denim Jacket,1207.44,1.0,France,UPI,Marketplace,delivered
ORD105065,CUST743,06-24-2024,Toys,Puzzle 1000pc,694.74,2.0,United States,Credit Card,Marketplace,Delivered
ORD102234,CUST34,2024-01-18,Beauty,Face Serum,759.96,1.0,USA,credit card,Mobile App,Delivered
ORD105527,CUST1358,06-11-2024,Electronics,Phone Case,1513.7,1.0,Germany,Credit Card,Website,Delivered
ORD104580,CUST47,2024-09-18,Electronics,Power Bank,2970.86,1.0,France,Debit Card,Marketplace,Delivered
ORD101548,CUST1203,2024-03-16,Beauty,Face Serum,828.31,1.0,India,Credit Card,Website,Cancelled
ORD103848,CUST1583,22/06/2024,Beauty,Face Serum,1052.31,1.0,USA,credit card,Marketplace,Delivered
ORD101976,CUST516,2024-09-29,Home & Kitchen,Blender,2075.01,1.0,India,Credit Card,Marketplace,Delivered
ORD101221,CUST229,2024-06-03,Fashion,Denim Jacket,1026.59,1.0,UK,PayPal,Mobile App,Cancelled
ORD104045,CUST485,2024-03-12,Electronics,Wireless Earbuds,1555.48,2.0,INDIA,Net Banking,Marketplace,Delivered
ORD102189,CUST766,2024-02-08,Electronics,Bluetooth Speaker,3750.47,1.0,USA,Debit Card,website,Delivered
ORD100382,CUST1097,2024-08-07,Home & Kitchen,Non-stick Pan Set,1176.48,2.0,UK,UPI,Marketplace,Delivered
ORD100386,CUST967,2024-06-24,Home & Kitchen,Non-stick Pan Set,1127.68,1.0,United States,PayPal,Website,Delivered 
ORD105103,CUST1242,01-08-2024,Beauty,Lip Balm Set,151.53,1.0,India,Credit Card,Website,Cancelled
ORD104314,CUST1289,07-21-2024,Fashion,Leather Wallet,2146.99,1.0,India,Debit Card,Marketplace,Delivered
ORD102360,CUST275,2024-07-11,Electronics,Smartwatch,2119.65,1.0,UAE,Credit Card,Marketplace,Delivered
ORD101213,CUST1173,2024-04-05,Electronics,Phone Case,3619.87,1.0,France,Credit Card,website,Delivered
ORD101716,CUST477,2024-01-08,Home & Kitchen,Blender,975.71,2.0,United States,Debit Card,Website,Returned
ORD102568,CUST1740,2024-07-01,Home & Kitchen,Air Fryer,1687.46,4.0,UAE,Credit Card,Website,Returned
ORD104150,CUST175,15/08/2024,Toys,RC Car,1064.24,,India,Credit Card,Website,Returned
ORD103839,CUST1404,03-24-2024,Electronics,Smartwatch,3449.03,1.0,nan,Net Banking,Mobile App,Delivered
ORD105088,CUST986,2024-07-28,Sports,Dumbbell Set,1754.51,1.0,India,,Website,Delivered
ORD101084,,2024-03-10,Electronics,Phone Case,3875.41,1.0,India,Credit Card,Website,Delivered
ORD104858,CUST430,2024-09-26,Electronics,Power Bank,3662.97,1.0,United States,Debit Card,Website,Delivered
ORD102694,CUST1282,2024-09-07,Fashion,Cotton T-Shirt,1562.49,3.0,India,,Website,Returned
ORD101168,CUST192,2024-04-05,Home & Kitchen,Blender,2643.77,1.0,India,UPI,Marketplace,Delivered
ORD101290,CUST1284,2024-03-20,Beauty,Lip Balm Set,,4.0,France,Debit Card,Website,Delivered
ORD103124,CUST440,2024-04-08,Home & Kitchen,Non-stick Pan Set,1086.06,2.0,India,PayPal,Marketplace,Cancelled
ORD104416,CUST1495,2024-02-26,Fashion,Cotton T-Shirt,1939.17,1.0,India,Credit Card,Website,Delivered
ORD102784,CUST1552,04-01-2024,Fashion,Leather Wallet,1929.66,1.0,UK,Credit Card,Website,Cancelled
ORD104136,CUST575,2024-06-20,Fashion,Sunglasses,611.83,2.0,United States,UPI,MOBILE APP,Returned
ORD100564,CUST584,06-21-2024,Electronics,Wireless Earbuds,2580.79,2.0,India,UPI,MOBILE APP,Delivered
ORD103193,CUST1147,2024-08-30,Beauty,Lip Balm Set,248.45,1.0,USA,Debit Card,Website,Delivered
ORD101178,CUST416,01-26-2024,Fashion,Running Shoes,2079.96,1.0,USA,UPI,Mobile App,Delivered
ORD103226,CUST1726,2024-01-21,Fashion,Sunglasses,479.87,3.0,Germany,UPI,Mobile App,delivered
ORD101268,CUST1505,2024-06-30,Electronics,Smartwatch,2043.54,4.0,Germany,Credit Card,Website,Delivered
ORD101537,CUST269,02-23-2024,Beauty,Makeup Brush Kit,1418.01,3.0,Germany,Net Banking,Website,Delivered
ORD100175,CUST703,04/09/2024,Electronics,Smartwatch,3988.06,1.0,USA,Credit Card,Marketplace,Delivered
ORD102476,CUST731,2024-06-04,Sports,Yoga Mat,1989.2,1.0,India,Net Banking,Website,Delivered
ORD101427,CUST765,2024-06-05,Home & Kitchen,Air Fryer,,3.0,India,UPI,Website,Delivered
ORD105605,CUST619,2024-03-20,Toys,Puzzle 1000pc,767.43,1.0,UAE,Credit Card,Website,Delivered
ORD104350,CUST662,2024-05-08,Home & Kitchen,Air Fryer,2308.77,4.0,UAE,Debit Card,Website,Delivered
ORD100250,CUST1700,07-06-2024,Books,Kids Picture Book,573.68,1.0,nan,Debit Card,Website,Delivered
ORD101511,CUST497,2024-06-02,Sports,Water Bottle,1549.99,1.0,Germany,credit card,Marketplace,Returned
ORD102851,CUST1155,07-29-2024,Beauty,Face Serum,1209.14,4.0,India,Credit Card,Mobile App,Delivered
ORD102416,CUST291,2024-02-20,Electronics,Smartwatch,1793.4,4.0,UK,UPI,Website,Delivered
ORD104880,CUST1235,2024-05-14,Sports,Dumbbell Set,1353.73,1.0,India,Debit Card,Marketplace,Delivered
ORD102554,CUST1480,07-07-2024,Toys,Board Game,304.02,1.0,India,UPI,Website,Delivered
ORD103977,CUST130,09/06/2024,Toys,Puzzle 1000pc,749.76,1.0,nan,Credit Card,Mobile App,Delivered
ORD105136,CUST1450,2024-06-09,Sports,Cycling Gloves,259.05,2.0,india,COD,Website,Delivered
ORD101663,CUST627,01-26-2024,Books,Self-Help Guide,700.63,1.0,USA,UPI,Marketplace,Cancelled
ORD100793,CUST1668,04/06/2024,Books,Cookbook,278.12,1.0,UK,Debit Card,Website,Delivered
ORD101444,,2024-06-13,Beauty,Lip Balm Set,508.96,1.0,USA,COD,Marketplace,Delivered
ORD101176,CUST615,2024-06-26,Toys,RC Car,1675.57,1.0,India,Net Banking,Marketplace,Delivered
ORD102782,CUST466,04-19-2024,Electronics,Power Bank,2334.18,1.0,India,Credit Card,Marketplace,Delivered
ORD104639,CUST86,2024-01-16,Electronics,Phone Case,3246.85,2.0,UAE,Credit Card,Mobile App,Delivered
ORD105041,CUST27,07-17-2024,Sports,Yoga Mat,753.87,2.0,India,UPI,Website,Delivered
ORD101454,CUST287,2024-04-20,Electronics,Wireless Earbuds,823.51,1.0,India,COD,Website,Returned
ORD103370,CUST857,2024-08-21,Fashion,Cotton T-Shirt,2827.63,1.0,India,UPI,Mobile App,Delivered
ORD100974,CUST107,06/02/2024,Sports,Dumbbell Set,2096.59,2.0,India,PayPal,Mobile App,Delivered
ORD104688,CUST1028,09-17-2024,Beauty,Face Serum,1290.36,4.0,india,Credit Card,Mobile App,Delivered
ORD104000,CUST557,2024-05-08,Beauty,Hair Dryer,927.98,2.0,India,Debit Card,Mobile App,Delivered
ORD103220,CUST1188,04-04-2024,Home & Kitchen,LED Desk Lamp,3306.75,2.0,Germany,Debit Card,Website,Cancelled
ORD102657,CUST627,2024-05-09,Electronics,Phone Case,1819.35,2.0,India,UPI,Marketplace,Delivered
ORD103754,CUST1565,2024-04-25,Books,Fiction Bestseller,204.69,1.0,India,Credit Card,Website,Returned
ORD105405,CUST835,01-18-2024,Home & Kitchen,Blender,491.46,2.0,UK,COD,MOBILE APP,Delivered 
ORD105211,CUST222,07-13-2024,Electronics,Bluetooth Speaker,1969.05,1.0,india,COD,Mobile App,Delivered
ORD105936,CUST1582,2024-05-30,Beauty,Makeup Brush Kit,1267.35,2.0,india,Net Banking,Mobile App,Delivered
ORD105969,,07-17-2024,Beauty,Face Serum,891.77,2.0,India,Credit Card,Website,Delivered
ORD105198,CUST223,2024-01-15,Beauty,Face Serum,1410.41,2.0,France,credit card,Website,Returned
ORD105513,CUST455,2024-08-17,Home & Kitchen,Non-stick Pan Set,2117.11,1.0,USA,UPI,Marketplace,Delivered
ORD101905,,2024-03-29,Electronics,Bluetooth Speaker,2947.01,1.0,USA,Credit Card,MOBILE APP,Delivered
ORD100930,CUST593,2024-07-12,Sports,Cycling Gloves,1175.67,1.0,United States,COD,Mobile App,Delivered
ORD100245,CUST911,2024-09-20,Electronics,Bluetooth Speaker,1565.88,4.0,France,COD,Mobile App,Delivered
ORD100779,CUST438,2024-06-19,Home & Kitchen,Blender,3125.78,1.0,India,PayPal,Mobile App,Delivered
ORD105009,CUST1493,08-26-2024,Fashion,Denim Jacket,710.43,2.0,India,UPI,Website,Returned
ORD101829,CUST1209,07-30-2024,Fashion,Leather Wallet,1690.96,1.0,UAE,COD,Website,Delivered
ORD105962,CUST1632,2024-01-06,Fashion,Sunglasses,2919.15,1.0,India,Debit Card,Website,Delivered
ORD105853,CUST1169,2024-02-05,Electronics,Wireless Earbuds,4357.49,1.0,India,,Mobile App,Delivered
ORD101653,CUST1446,2024-08-19,Sports,Resistance Bands,596.28,2.0,India,UPI,Marketplace,Delivered
ORD102089,CUST1366,09-20-2024,Sports,Resistance Bands,1522.88,1.0,India,UPI,Mobile App,Delivered
ORD100213,CUST1643,2024-07-04,Books,Kids Picture Book,392.57,2.0,India,Debit Card,Mobile App,Delivered
ORD100791,CUST187,01-09-2024,Beauty,Sunscreen SPF50,640.78,3.0,UK,Debit Card,Marketplace,Delivered
ORD105298,CUST1110,05-04-2024,Fashion,Denim Jacket,1292.78,1.0,France,UPI,Website,Delivered
ORD102108,CUST1474,07-24-2024,Books,Fiction Bestseller,,2.0,USA,UPI,Website,Delivered
ORD103981,CUST93,2024-01-15,Electronics,Bluetooth Speaker,1563.76,4.0,India,UPI,MOBILE APP,Delivered
ORD105687,CUST445,2024-02-13,Fashion,Leather Wallet,811.81,1.0,india,Net Banking,Mobile App,Cancelled
ORD101822,CUST1178,2024-09-28,Sports,Resistance Bands,878.69,1.0,USA,credit card,Website,Returned
ORD103343,CUST286,2024-03-07,Fashion,Running Shoes,2633.68,1.0,India,COD,Marketplace,Delivered
ORD104091,CUST634,22/07/2024,Electronics,Wireless Earbuds,3322.49,,nan,PayPal,Marketplace,Delivered
ORD102956,CUST1503,2024-02-07,Home & Kitchen,Blender,531.83,1.0,USA,COD,Marketplace,Delivered
ORD104059,CUST274,01-03-2024,Books,Self-Help Guide,618.09,1.0,India,COD,Marketplace,Returned
ORD102444,CUST2,2024-01-17,Books,Kids Picture Book,160.36,1.0,Germany,Debit Card,Marketplace,Delivered
ORD104470,CUST1484,06-30-2024,Electronics,Smartwatch,4236.66,1.0,India,Net Banking,Website,Delivered
ORD101534,CUST1700,2024-02-03,Fashion,Sunglasses,2994.87,1.0,USA,Net Banking,Mobile App,Delivered
ORD104673,CUST1260,07-16-2024,Fashion,Leather Wallet,482.12,1.0,India,UPI,Website,Delivered
ORD100097,CUST1209,05-05-2024,Beauty,Lip Balm Set,808.94,1.0,India,Net Banking,Website,Delivered
ORD103956,CUST1615,04-05-2024,Electronics,Power Bank,525.8,1.0,France,Credit Card,Mobile App,Delivered
ORD104020,CUST1509,07-05-2024,Electronics,USB-C Cable,3196.31,2.0,UK,Debit Card,Marketplace,Returned
ORD102604,CUST748,2024-08-13,Books,Fiction Bestseller,105.9,1.0,India,credit card,Mobile App,Delivered
ORD102545,,2024-03-23,Books,Cookbook,524.98,1.0,USA,UPI,Website,Returned
ORD100140,CUST588,2024-02-18,Electronics,USB-C Cable,4127.82,1.0,India,credit card,Website,Delivered
ORD104158,CUST1792,10/03/2024,Electronics,Wireless Earbuds,1754.66,1.0,India,PayPal,Mobile App,Delivered
ORD102965,CUST807,2024-04-13,Books,Kids Picture Book,176.82,4.0,India,PayPal,Marketplace,Delivered
ORD105914,CUST1065,2024-05-04,Home & Kitchen,LED Desk Lamp,2521.07,1.0,France,UPI,Website,Cancelled
ORD101219,CUST1312,2024-08-14,Toys,Board Game,406.15,1.0,India,UPI,Marketplace,Delivered
ORD105782,CUST119,08-20-2024,Books,Kids Picture Book,179.25,1.0,India,COD,Mobile App,Delivered
ORD102187,CUST938,2024-04-05,Fashion,Running Shoes,1945.22,2.0,India,Credit Card,Website,Delivered
ORD101502,CUST870,2024-04-20,Home & Kitchen,Non-stick Pan Set,971.24,1.0,USA,Debit Card,Website,Returned
ORD101726,,09-16-2024,Electronics,Wireless Earbuds,1583.37,2.0,France,PayPal,Marketplace,Delivered
ORD102144,CUST420,2024-04-15,Home & Kitchen,Storage Containers,750.23,1.0,United Kingdom,Debit Card,Website,Delivered
ORD104974,CUST591,2024-04-19,Fashion,Cotton T-Shirt,1916.04,4.0,France,Credit Card,Mobile App,Delivered
ORD100600,CUST1416,2024-09-07,Electronics,Smartwatch,3234.81,1.0,Germany,COD,Mobile App,Delivered
ORD101254,CUST1788,2024-04-28,Electronics,Smartwatch,4177.13,2.0,UK,UPI,Mobile App,Delivered
ORD105238,CUST1,2024-09-23,Books,Kids Picture Book,17333.0,2.0,India,UPI,Website,Returned
ORD105648,CUST88,07-19-2024,Home & Kitchen,Blender,2009.16,2.0,Germany,credit card,Mobile App,Cancelled
ORD100640,CUST703,29/08/2024,Home & Kitchen,Storage Containers,344.69,1.0,India,Debit Card,Mobile App,Delivered
ORD100870,CUST1121,2024-09-27,Sports,Water Bottle,490.31,1.0,India,Credit Card,Mobile App,Returned
ORD104574,CUST878,2024-08-09,Sports,Cycling Gloves,1625.65,1.0,USA,credit card,Marketplace,Delivered
ORD104884,CUST435,2024-02-09,Sports,Cycling Gloves,936.6,1.0,Germany,UPI,Marketplace,Delivered
ORD102594,CUST1202,2024-04-06,Beauty,Makeup Brush Kit,480.02,5.0,india,UPI,Website,Delivered
ORD105333,CUST575,02/01/2024,Sports,Dumbbell Set,1425.98,1.0,USA,COD,Mobile App,Delivered
ORD100917,CUST1135,2024-09-13,Fashion,Running Shoes,324.19,1.0,France,Net Banking,Website,Cancelled
ORD101103,,09-08-2024,Fashion,Sunglasses,1100.55,1.0,France,PayPal,Marketplace,Cancelled
ORD101527,CUST107,2024-01-16,Books,Self-Help Guide,633.42,1.0,India,UPI,Mobile App,Returned
ORD103037,CUST808,01/04/2024,Fashion,Sunglasses,540.31,2.0,India,Debit Card,Mobile App,Delivered
ORD102684,CUST761,2024-05-17,Fashion,Running Shoes,2319.75,1.0,India,UPI,Website,Delivered
ORD100345,CUST530,2024-09-02,Electronics,Power Bank,678.65,1.0,United States,Debit Card,Mobile App,Cancelled
ORD101630,CUST944,2024-02-02,Sports,Water Bottle,226.03,1.0,India,Credit Card,Mobile App,Delivered
ORD102394,,05-09-2024,Sports,Resistance Bands,1518.14,1.0,nan,UPI,Marketplace,Delivered
ORD101141,CUST415,08-03-2024,Home & Kitchen,Air Fryer,1297.69,1.0,France,UPI,Marketplace,Delivered
ORD101125,CUST1206,01-30-2024,Electronics,Wireless Earbuds,4382.81,1.0,INDIA,Credit Card,Mobile App,Delivered
ORD104670,CUST1038,16/04/2024,Fashion,Cotton T-Shirt,353.5,1.0,UK,UPI,Website,Delivered
ORD101101,CUST469,03-15-2024,Beauty,Sunscreen SPF50,1003.53,4.0,India,Debit Card,Website,Returned
ORD101285,CUST1162,03-30-2024,Fashion,Sunglasses,1836.98,1.0,India,COD,Mobile App,Delivered
ORD104079,CUST744,06-10-2024,Sports,Water Bottle,976.68,1.0,USA,credit card,Website,Returned
ORD101258,,2024-04-05,Electronics,Power Bank,2778.56,2.0,India,COD,Mobile App,Returned
ORD102484,CUST861,05-24-2024,Electronics,Wireless Earbuds,4501.1,1.0,nan,Credit Card,Mobile App,Delivered
ORD104917,CUST554,2024-07-13,Home & Kitchen,Air Fryer,2341.63,1.0,UK,Debit Card,Mobile App,Delivered
ORD103022,CUST3,2024-01-22,Sports,Resistance Bands,943.58,1.0,India,Credit Card,Mobile App,Delivered
ORD104585,CUST1563,01/06/2024,Fashion,Denim Jacket,1157.83,1.0,USA,UPI,Mobile App,Returned
ORD100022,CUST1013,2024-02-17,Electronics,Bluetooth Speaker,1202.97,1.0,India,PayPal,Mobile App,Delivered
ORD100842,CUST1650,08-19-2024,Electronics,Power Bank,3029.27,4.0,UAE,Debit Card,Website,Delivered
ORD103726,CUST1604,07/04/2024,Home & Kitchen,Non-stick Pan Set,2725.56,2.0,India,Net Banking,Website,Delivered
ORD100885,CUST888,2024-02-03,Toys,Board Game,1901.77,1.0,India,UPI,Website,Delivered
ORD102947,CUST1414,01-13-2024,Books,Cookbook,170.25,1.0,UK,Net Banking,Mobile App,Delivered
ORD103218,CUST1711,04-17-2024,Beauty,Hair Dryer,405.93,4.0,India,Debit Card,Mobile App,Delivered
ORD102474,CUST554,2024-07-27,Beauty,Hair Dryer,574.6,1.0,Germany,Credit Card,Marketplace,Delivered
ORD101335,CUST1064,2024-09-05,Fashion,Sunglasses,2843.64,4.0,UK,credit card,Mobile App,Delivered
ORD103161,CUST377,2024-09-09,Fashion,Cotton T-Shirt,616.32,1.0,USA,Net Banking,Mobile App,Delivered
ORD101803,CUST1614,2024-06-15,Electronics,Phone Case,663.71,3.0,USA,UPI,Mobile App,Delivered
ORD104682,CUST1625,2024-02-29,Fashion,Leather Wallet,2223.11,1.0,Germany,PayPal,Mobile App,Delivered
ORD100693,CUST925,07-20-2024,Fashion,Cotton T-Shirt,1089.89,,United Kingdom,,Website,Delivered
ORD102557,CUST1522,06-16-2024,Toys,Building Blocks Set,1711.8,1.0,United Kingdom,Net Banking,Website,Cancelled
ORD101975,CUST12,2024-02-29,Fashion,Running Shoes,2797.27,1.0,India,Credit Card,Mobile App,Delivered
ORD104388,CUST1367,2024-04-29,Electronics,Power Bank,3708.53,2.0,USA,COD,Mobile App,Delivered
ORD104567,,2024-02-20,Beauty,Sunscreen SPF50,760.88,1.0,India,Credit Card,Website,Delivered
ORD103777,CUST84,2024-07-26,Electronics,Wireless Earbuds,4942.51,1.0,India,Debit Card,Website,Delivered
ORD103318,CUST285,2024-07-22,Home & Kitchen,Non-stick Pan Set,1087.34,2.0,USA,Credit Card,Mobile App,Delivered
ORD100096,,2024-02-28,Books,Fiction Bestseller,547.0,1.0,India,UPI,Website,Delivered
ORD105137,CUST1535,2024-03-30,Home & Kitchen,Storage Containers,906.97,,United States,Debit Card,Marketplace,Delivered
ORD105818,CUST709,2024-01-10,Books,Cookbook,248.4,5.0,india,UPI,Website,Delivered
ORD105174,CUST870,2024-05-30,Fashion,Cotton T-Shirt,547.31,5.0,USA,Credit Card,Marketplace,Cancelled
ORD104415,CUST1377,2024-04-05,Home & Kitchen,Non-stick Pan Set,1704.8,1.0,india,Debit Card,Mobile App,Delivered
ORD101138,CUST339,25/03/2024,Home & Kitchen,Storage Containers,1968.99,1.0,United Kingdom,UPI,MOBILE APP,Delivered
ORD101715,CUST1215,01-09-2024,Home & Kitchen,Air Fryer,3268.45,2.0,India,Credit Card,Mobile App,Delivered
ORD100115,CUST846,09-10-2024,Toys,Building Blocks Set,433.91,1.0,USA,Debit Card,Mobile App,Delivered
ORD100163,,03-07-2024,Electronics,Phone Case,3017.6,1.0,UAE,Debit Card,Website,Delivered
ORD105697,CUST378,05-20-2024,Beauty,Sunscreen SPF50,432.08,1.0,UK,Credit Card,Website,Delivered
ORD104369,CUST43,2024-09-29,Sports,Resistance Bands,1833.75,2.0,India,PayPal,Website,Delivered
ORD102052,CUST796,03-15-2024,Sports,Yoga Mat,1060.29,,USA,PayPal,Mobile App,Delivered
ORD104267,CUST114,2024-03-05,Fashion,Running Shoes,1563.36,3.0,India,COD,MOBILE APP,Delivered
ORD105444,,2024-05-20,Electronics,Phone Case,3699.44,4.0,UK,Credit Card,Website,Delivered
ORD100667,CUST1642,01/07/2024,Sports,Water Bottle,2015.94,1.0,USA,UPI,Mobile App,Delivered 
ORD104655,CUST460,06-03-2024,Fashion,Running Shoes,625.09,3.0,UK,Debit Card,Website,Delivered
ORD103997,CUST1178,2024-06-30,Home & Kitchen,Blender,2543.14,2.0,india,credit card,MOBILE APP,Delivered 
ORD101475,CUST1220,19/03/2024,Sports,Water Bottle,1279.25,1.0,india,PayPal,Marketplace,Delivered
ORD100572,CUST1781,21/05/2024,Electronics,Phone Case,2371.98,2.0,Germany,Credit Card,Marketplace,Delivered
ORD103965,CUST1232,2024-02-17,Sports,Water Bottle,1238.02,1.0,India,COD,Mobile App,Delivered
ORD104698,CUST457,2024-01-04,Electronics,Smartwatch,4447.84,1.0,India,Credit Card,Website,Delivered
ORD103788,CUST821,09-16-2024,Electronics,Wireless Earbuds,2401.53,1.0,USA,COD,Mobile App,Delivered
ORD104996,CUST1777,2024-07-03,Electronics,Wireless Earbuds,4422.09,1.0,United States,Credit Card,Mobile App,Returned
ORD102284,CUST707,2024-04-09,Electronics,USB-C Cable,4530.66,1.0,USA,Net Banking,Website,Delivered
ORD103335,CUST870,2024-01-31,Electronics,Power Bank,1613.42,1.0,India,PayPal,Marketplace,Delivered
ORD100551,CUST253,2024-03-01,Books,Self-Help Guide,381.9,1.0,United States,Debit Card,MOBILE APP,Delivered
ORD104577,CUST748,2024-02-19,Home & Kitchen,Air Fryer,3112.11,1.0,India,Debit Card,Website,Delivered
ORD103607,CUST1342,03-08-2024,Fashion,Sunglasses,1826.03,2.0,India,Credit Card,Website,Returned
ORD105155,CUST1451,03-22-2024,Electronics,Smartwatch,1637.32,1.0,India,Net Banking,Mobile App,Delivered
ORD104553,CUST1796,04-06-2024,Beauty,Sunscreen SPF50,603.32,1.0,India,,Website,Delivered
ORD103500,CUST701,2024-04-21,Electronics,Power Bank,,2.0,UAE,Debit Card,Mobile App,Delivered
ORD104354,CUST1321,05-15-2024,Beauty,Hair Dryer,751.15,1.0,INDIA,Debit Card,Website,Delivered
ORD105739,CUST1106,02-04-2024,Sports,Resistance Bands,1255.42,2.0,India,Net Banking,Mobile App,delivered
ORD103951,CUST1018,2024-02-29,Beauty,Hair Dryer,1316.6,1.0,India,UPI,Mobile App,Delivered
ORD103498,CUST375,2024-04-04,Books,Cookbook,718.52,2.0,UK,PayPal,website,Delivered
ORD101809,CUST1629,04-17-2024,Fashion,Leather Wallet,2039.09,1.0,india,UPI,Mobile App,delivered
ORD103719,CUST875,08-03-2024,Beauty,Makeup Brush Kit,274.11,4.0,UAE,Debit Card,Mobile App,Delivered
ORD104197,CUST1002,02-04-2024,Sports,Water Bottle,418.76,1.0,India,Credit Card,Website,Delivered 
ORD103889,CUST1095,2024-01-25,Toys,RC Car,1067.2,1.0,France,Debit Card,Website,Delivered
ORD103336,CUST1562,2024-09-29,Electronics,Wireless Earbuds,2052.16,1.0,France,UPI,Mobile App,Delivered
ORD102257,CUST11,2024-07-08,Electronics,USB-C Cable,1155.84,1.0,India,credit card,Mobile App,Delivered
ORD105588,CUST1629,2024-03-23,Home & Kitchen,Air Fryer,2039.41,1.0,India,Credit Card,Mobile App,Delivered
ORD102621,CUST1408,2024-01-13,Sports,Dumbbell Set,1151.95,1.0,India,Debit Card,Website,Delivered
ORD103021,CUST696,2024-04-03,Fashion,Cotton T-Shirt,1646.15,1.0,India,Credit Card,Mobile App,Delivered
ORD104154,CUST455,2024-03-19,Toys,RC Car,858.02,1.0,INDIA,Debit Card,Marketplace,Delivered
ORD100205,CUST404,2024-03-02,Home & Kitchen,Blender,3311.07,1.0,USA,Credit Card,MOBILE APP,Delivered
ORD102094,CUST261,2024-07-12,Sports,Resistance Bands,1969.94,2.0,Germany,UPI,Mobile App,Delivered
ORD100792,CUST332,2024-05-27,Toys,Board Game,705.97,1.0,India,PayPal,Mobile App,Delivered
ORD103011,CUST897,23/04/2024,Electronics,Power Bank,3850.74,3.0,USA,Credit Card,Website,Delivered
ORD103627,CUST513,2024-05-20,Electronics,Phone Case,521.26,1.0,Germany,COD,Marketplace,Cancelled
ORD103988,CUST231,2024-06-29,Sports,Dumbbell Set,1129.17,1.0,Germany,Debit Card,website,Delivered
ORD105269,CUST1329,2024-08-23,Home & Kitchen,LED Desk Lamp,2627.99,1.0,India,Debit Card,Mobile App,Delivered
ORD100468,CUST702,23/06/2024,Toys,Board Game,1960.24,1.0,India,Net Banking,Mobile App,Delivered
ORD101643,CUST443,2024-03-08,Books,Cookbook,,2.0,Germany,PayPal,MOBILE APP,Delivered
ORD101077,CUST870,24/02/2024,Fashion,Sunglasses,2661.1,2.0,nan,Credit Card,Website,Delivered
ORD105784,CUST1210,03-27-2024,Beauty,Sunscreen SPF50,971.28,1.0,India,UPI,Website,Returned
ORD100033,CUST1556,2024-02-23,Electronics,Wireless Earbuds,1474.64,5.0,USA,PayPal,Website,Delivered
ORD103333,CUST795,04/06/2024,Toys,Building Blocks Set,1525.27,1.0,India,Credit Card,Mobile App,Delivered
ORD105321,CUST262,28/07/2024,Beauty,Makeup Brush Kit,458.96,2.0,India,,Mobile App,Delivered
ORD103385,CUST712,2024-05-17,Toys,Board Game,1058.15,2.0,France,Debit Card,Mobile App,Delivered
ORD102076,CUST490,18/05/2024,Fashion,Denim Jacket,1803.34,1.0,India,Debit Card,Website,Delivered
ORD105830,CUST1728,2024-04-29,Sports,Water Bottle,846.42,1.0,India,Debit Card,Website,Delivered
ORD100767,CUST112,2024-01-18,Toys,Building Blocks Set,843.7,1.0,Germany,Debit Card,Mobile App,Delivered
ORD101117,CUST1217,2024-02-28,Electronics,Power Bank,1941.64,1.0,USA,Debit Card,Mobile App,Delivered
ORD105141,CUST1758,2024-05-12,Electronics,Wireless Earbuds,2483.22,2.0,UK,COD,Marketplace,Delivered
ORD100554,CUST1719,2024-04-29,Home & Kitchen,Non-stick Pan Set,519.77,1.0,India,PayPal,Mobile App,Delivered
ORD103692,CUST668,03/03/2024,Home & Kitchen,Air Fryer,2798.24,1.0,USA,UPI,Website,Returned
ORD104001,CUST1420,14/06/2024,Sports,Dumbbell Set,1579.38,1.0,USA,PayPal,Mobile App,Delivered
