order_id,customer_id,order_date,category,product_name,unit_price,quantity,country,payment_method,channel,order_status,revenue,month,quarter,year
ORD104433,CUST1403,2024-05-30,Toys,Board Game,1303.38,1.0,Germany,Paypal,Website,Delivered,1303.38,2024-05,2,2024
ORD104077,CUST298,2024-02-10,Electronics,Phone Case,640.02,5.0,India,Credit Card,Mobile App,Delivered,3200.1,2024-02,1,2024
ORD102888,CUST1055,2024-01-20,Fashion,Leather Wallet,774.49,1.0,India,Upi,Mobile App,Delivered,774.49,2024-01,1,2024
ORD103204,CUST1705,2024-05-15,Beauty,Hair Dryer,150.73,1.0,India,Credit Card,Mobile App,Delivered,150.73,2024-05,2,2024
ORD105797,CUST1631,2024-01-25,Electronics,USB-C Cable,2062.59,1.0,India,Debit Card,Mobile App,Delivered,2062.59,2024-01,1,2024
ORD102963,CUST488,2024-09-18,Home & Kitchen,Blender,1863.21,2.0,United States,Debit Card,Mobile App,Delivered,3726.42,2024-09,3,2024
ORD101315,CUST543,2024-02-27,Electronics,Wireless Earbuds,2075.43,2.0,United States,Net Banking,Marketplace,Delivered,4150.86,2024-02,1,2024
ORD105791,CUST639,2024-03-23,Home & Kitchen,Blender,2431.92,1.0,India,Debit Card,Mobile App,Cancelled,2431.92,2024-03,1,2024
ORD103605,CUST34,2024-02-13,Fashion,Denim Jacket,1411.92,1.0,India,Upi,Mobile App,Delivered,1411.92,2024-02,1,2024
ORD104691,CUST941,2024-04-28,Home & Kitchen,Air Fryer,535.72,2.0,India,Net Banking,Marketplace,Delivered,1071.44,2024-04,2,2024
ORD105107,CUST1605,2024-08-09,Electronics,Wireless Earbuds,2135.02,1.0,India,Upi,Website,Delivered,2135.02,2024-08,3,2024
ORD105662,CUST1397,2024-09-05,Fashion,Leather Wallet,2139.27,4.0,India,Upi,Website,Returned,8557.08,2024-09,3,2024
ORD102072,CUST636,2024-06-10,Sports,Cycling Gloves,736.59,2.0,United States,Cod,Website,Delivered,1473.18,2024-06,2,2024
ORD103853,CUST1654,2024-01-23,Electronics,Smartwatch,852.92,2.0,United States,Net Banking,Website,Delivered,1705.84,2024-01,1,2024
ORD104062,CUST601,2024-02-26,Home & Kitchen,LED Desk Lamp,3432.5,4.0,India,Upi,Website,Delivered,13730.0,2024-02,1,2024
ORD102628,CUST996,2024-06-18,Home & Kitchen,Storage Containers,513.5,1.0,India,Upi,Website,Cancelled,513.5,2024-06,2,2024
ORD100301,CUST439,2024-09-09,Home & Kitchen,Storage Containers,2149.75,2.0,India,Paypal,Marketplace,Delivered,4299.5,2024-09,3,2024
ORD101915,CUST1204,2024-02-18,Home & Kitchen,Blender,3156.73,3.0,Germany,Cod,Website,Cancelled,9470.19,2024-02,1,2024
ORD103123,CUST881,2024-07-25,Sports,Cycling Gloves,342.15,1.0,India,Upi,Marketplace,Delivered,342.15,2024-07,3,2024
ORD103423,CUST1663,2024-01-26,Books,Cookbook,732.04,2.0,United Kingdom,Upi,Website,Delivered,1464.08,2024-01,1,2024
ORD105729,CUST1028,2024-07-02,Fashion,Cotton T-Shirt,2294.27,3.0,India,Upi,Website,Delivered,6882.8099999999995,2024-07,3,2024
ORD104777,CUST456,2024-09-07,Beauty,Makeup Brush Kit,1414.08,1.0,India,Credit Card,Marketplace,Delivered,1414.08,2024-09,3,2024
ORD103781,CUST88,2024-04-21,Electronics,Phone Case,1720.72,1.0,India,Debit Card,Mobile App,Delivered,1720.72,2024-04,2,2024
ORD102344,CUST866,2024-09-16,Home & Kitchen,LED Desk Lamp,1797.47,2.0,India,Upi,Marketplace,Cancelled,3594.94,2024-09,3,2024
ORD103092,CUST1070,2024-05-21,Sports,Cycling Gloves,1429.89,1.0,United States,Debit Card,Website,Delivered,1429.89,2024-05,2,2024
ORD103843,CUST161,2024-02-05,Fashion,Sunglasses,1686.86,1.0,,Credit Card,Website,Delivered,1686.86,2024-02,1,2024
ORD103621,CUST826,2024-06-22,Beauty,Hair Dryer,462.06,2.0,India,Net Banking,Mobile App,Delivered,924.12,2024-06,2,2024
ORD105104,CUST1327,2024-01-14,Beauty,Sunscreen SPF50,200.09,1.0,India,Credit Card,Mobile App,Cancelled,200.09,2024-01,1,2024
ORD102214,CUST103,2024-01-27,Electronics,Power Bank,1641.78,1.0,India,Upi,Website,Delivered,1641.78,2024-01,1,2024
ORD104738,CUST793,2024-01-22,Toys,RC Car,600.26,1.0,India,Debit Card,Mobile App,Delivered,600.26,2024-01,1,2024
ORD101022,CUST919,2024-02-01,Beauty,Sunscreen SPF50,689.2,1.0,Uae,Cod,Marketplace,Delivered,689.2,2024-02,1,2024
ORD103085,CUST296,2024-05-30,Electronics,Phone Case,3130.98,2.0,India,Debit Card,Website,Delivered,6261.96,2024-05,2,2024
ORD100509,CUST643,2024-08-13,Home & Kitchen,Blender,1917.59,2.0,United States,Upi,Mobile App,Delivered,3835.18,2024-08,3,2024
ORD102306,CUST1192,2024-06-09,Home & Kitchen,LED Desk Lamp,1947.67,3.0,United Kingdom,Upi,Website,Delivered,5843.01,2024-06,2,2024
ORD103717,CUST781,2024-09-29,Home & Kitchen,Blender,1211.36,2.0,India,Debit Card,Website,Delivered,2422.72,2024-09,3,2024
ORD104481,CUST1660,2024-05-29,Electronics,Bluetooth Speaker,1576.52,1.0,India,Debit Card,Mobile App,Delivered,1576.52,2024-05,2,2024
ORD104572,CUST598,2024-09-28,Toys,Puzzle 1000pc,1261.88,2.0,India,Paypal,Website,Delivered,2523.76,2024-09,3,2024
ORD104680,CUST40,2024-01-23,Beauty,Sunscreen SPF50,1210.61,3.0,United States,Credit Card,Website,Returned,3631.83,2024-01,1,2024
ORD101481,CUST29,2024-09-08,Sports,Cycling Gloves,879.76,1.0,United Kingdom,Credit Card,Website,Delivered,879.76,2024-09,3,2024
ORD102778,CUST987,2024-08-14,Sports,Yoga Mat,2169.0,3.0,India,Paypal,Website,Delivered,6507.0,2024-08,3,2024
ORD100039,CUST249,2024-05-17,Fashion,Leather Wallet,1033.29,2.0,France,Upi,Website,Delivered,2066.58,2024-05,2,2024
ORD105212,CUST1730,2024-06-01,Fashion,Denim Jacket,2797.41,2.0,India,Credit Card,Website,Delivered,5594.82,2024-06,2,2024
ORD102511,CUST1143,2024-06-20,Toys,Building Blocks Set,1263.55,2.0,United Kingdom,Unknown,Website,Delivered,2527.1,2024-06,2,2024
ORD103795,CUST750,2024-03-11,Fashion,Sunglasses,770.85,1.0,United States,Cod,Marketplace,Delivered,770.85,2024-03,1,2024
ORD103669,CUST362,2024-06-06,Electronics,USB-C Cable,2617.88,3.0,India,Credit Card,Website,Delivered,7853.64,2024-06,2,2024
ORD103514,CUST307,2024-09-02,Sports,Resistance Bands,456.88,1.0,United Kingdom,Net Banking,Mobile App,Delivered,456.88,2024-09,3,2024
ORD104600,CUST1158,2024-06-14,Books,Cookbook,104.27,1.0,India,Credit Card,Mobile App,Delivered,104.27,2024-06,2,2024
ORD103375,CUST149,2024-07-30,Sports,Water Bottle,454.96,1.0,India,Paypal,Mobile App,Delivered,454.96,2024-07,3,2024
ORD100530,CUST874,2024-04-30,Fashion,Cotton T-Shirt,2597.84,1.0,India,Debit Card,Website,Returned,2597.84,2024-04,2,2024
ORD102774,CUST1022,2024-02-21,Electronics,Bluetooth Speaker,530.39,1.0,India,Credit Card,Mobile App,Delivered,530.39,2024-02,1,2024
ORD100980,CUST982,2024-07-31,Home & Kitchen,Air Fryer,1077.73,5.0,Germany,Upi,Website,Delivered,5388.65,2024-07,3,2024
ORD101762,CUST587,2024-01-13,Home & Kitchen,Storage Containers,2173.34,2.0,India,Paypal,Website,Delivered,4346.68,2024-01,1,2024
ORD103206,CUST1677,2024-04-16,Sports,Yoga Mat,1724.68,2.0,India,Upi,Marketplace,Delivered,3449.36,2024-04,2,2024
ORD103197,CUST1463,2024-03-22,Electronics,Bluetooth Speaker,3777.55,1.0,United States,Net Banking,Website,Delivered,3777.55,2024-03,1,2024
ORD104336,CUST1013,2024-08-05,Fashion,Running Shoes,571.59,1.0,India,Credit Card,Mobile App,Delivered,571.59,2024-08,3,2024
ORD100734,CUST916,2024-07-07,Electronics,Bluetooth Speaker,3536.71,2.0,India,Upi,Marketplace,Delivered,7073.42,2024-07,3,2024
ORD100372,CUST1571,2024-04-25,Fashion,Sunglasses,1650.18,1.0,United States,Credit Card,Website,Delivered,1650.18,2024-04,2,2024
ORD103299,CUST1340,2024-02-04,Home & Kitchen,LED Desk Lamp,3461.87,1.0,India,Upi,Marketplace,Delivered,3461.87,2024-02,1,2024
ORD101049,CUST1427,2024-01-23,Beauty,Sunscreen SPF50,641.4,1.0,India,Credit Card,Website,Delivered,641.4,2024-01,1,2024
ORD103662,CUST1104,2024-04-19,Books,Fiction Bestseller,552.35,1.0,United Kingdom,Debit Card,Marketplace,Delivered,552.35,2024-04,2,2024
ORD104480,CUST1450,2024-01-31,Home & Kitchen,Blender,977.18,1.0,United States,Credit Card,Website,Returned,977.18,2024-01,1,2024
ORD102991,CUST1679,2024-07-06,Beauty,Face Serum,1126.34,1.0,India,Debit Card,Marketplace,Delivered,1126.34,2024-07,3,2024
ORD104129,CUST1604,2024-02-12,Toys,Building Blocks Set,1817.26,1.0,United States,Net Banking,Mobile App,Delivered,1817.26,2024-02,1,2024
ORD100854,UNKNOWN,2024-02-05,Sports,Dumbbell Set,1498.78,1.0,India,Debit Card,Website,Delivered,1498.78,2024-02,1,2024
ORD102641,CUST1063,2024-06-15,Home & Kitchen,Blender,3221.78,3.0,India,Upi,Marketplace,Delivered,9665.34,2024-06,2,2024
ORD102285,CUST1502,2024-03-25,Sports,Cycling Gloves,1433.03,1.0,France,Debit Card,Website,Delivered,1433.03,2024-03,1,2024
ORD100766,CUST959,2024-07-10,Home & Kitchen,Air Fryer,1947.67,1.0,India,Paypal,Website,Delivered,1947.67,2024-07,3,2024
ORD100754,CUST90,2024-01-30,Beauty,Sunscreen SPF50,812.17,1.0,United Kingdom,Credit Card,Mobile App,Delivered,812.17,2024-01,1,2024
ORD100422,CUST1495,2024-01-09,Toys,Building Blocks Set,626.15,2.0,United Kingdom,Upi,Website,Returned,1252.3,2024-01,1,2024
ORD104568,CUST1356,2024-01-15,Beauty,Hair Dryer,987.66,2.0,India,Debit Card,Mobile App,Cancelled,1975.32,2024-01,1,2024
ORD101202,CUST1596,2024-09-21,Toys,RC Car,976.23,1.0,India,Upi,Website,Delivered,976.23,2024-09,3,2024
ORD100500,CUST979,2024-01-31,Fashion,Running Shoes,2554.75,1.0,India,Paypal,Website,Delivered,2554.75,2024-01,1,2024
ORD103090,CUST641,2024-04-24,Books,Self-Help Guide,441.84,1.0,India,Upi,Website,Delivered,441.84,2024-04,2,2024
ORD102014,CUST1360,2024-08-11,Beauty,Hair Dryer,853.54,2.0,Germany,Upi,Mobile App,Returned,1707.08,2024-08,3,2024
ORD105711,CUST402,2024-03-19,Sports,Cycling Gloves,943.1,2.0,India,Upi,Website,Delivered,1886.2,2024-03,1,2024
ORD104795,CUST620,2024-06-28,Electronics,Smartwatch,2693.31,1.0,United States,Unknown,Marketplace,Cancelled,2693.31,2024-06,2,2024
ORD105623,CUST845,2024-06-06,Home & Kitchen,Air Fryer,3189.8,1.0,India,Upi,Website,Delivered,3189.8,2024-06,2,2024
ORD102468,CUST1063,2024-06-24,Home & Kitchen,Blender,1082.38,3.0,India,Credit Card,Marketplace,Delivered,3247.1400000000003,2024-06,2,2024
ORD102773,CUST157,2024-04-09,Electronics,Wireless Earbuds,4842.86,1.0,Germany,Debit Card,Mobile App,Delivered,4842.86,2024-04,2,2024
ORD103243,CUST82,2024-05-12,Home & Kitchen,Air Fryer,2655.83,2.0,Germany,Debit Card,Website,Delivered,5311.66,2024-05,2,2024
ORD100234,CUST375,2024-06-04,Electronics,Phone Case,2545.93,3.0,India,Debit Card,Website,Delivered,7637.789999999999,2024-06,2,2024
ORD100832,CUST1400,2024-06-15,Fashion,Cotton T-Shirt,803.76,1.0,India,Upi,Marketplace,Delivered,803.76,2024-06,2,2024
ORD104642,CUST5,2024-03-19,Electronics,Phone Case,4356.61,1.0,United States,Credit Card,Website,Delivered,4356.61,2024-03,1,2024
ORD101815,CUST223,2024-02-12,Books,Self-Help Guide,343.37,2.0,United States,Cod,Mobile App,Delivered,686.74,2024-02,1,2024
ORD103730,CUST1600,2024-05-10,Electronics,Power Bank,1025.62,1.0,India,Unknown,Website,Delivered,1025.62,2024-05,2,2024
ORD101499,CUST1493,2024-02-16,Books,Cookbook,651.48,1.0,India,Cod,Marketplace,Returned,651.48,2024-02,1,2024
ORD103049,CUST1140,2024-05-03,Sports,Cycling Gloves,874.29,1.0,France,Cod,Marketplace,Delivered,874.29,2024-05,2,2024
ORD100451,CUST88,2024-09-26,Electronics,Phone Case,3848.99,1.0,France,Credit Card,Marketplace,Delivered,3848.99,2024-09,3,2024
ORD100397,CUST229,2024-06-25,Sports,Dumbbell Set,608.13,1.0,India,Credit Card,Marketplace,Delivered,608.13,2024-06,2,2024
ORD100653,CUST178,2024-07-12,Sports,Yoga Mat,1735.23,1.0,United Kingdom,Cod,Mobile App,Delivered,1735.23,2024-07,3,2024
ORD102882,CUST1744,2024-06-03,Home & Kitchen,Blender,2754.66,2.0,United Kingdom,Debit Card,Mobile App,Delivered,5509.32,2024-06,2,2024
ORD102323,CUST890,2024-01-05,Electronics,Smartwatch,1165.22,1.0,India,Credit Card,Mobile App,Delivered,1165.22,2024-01,1,2024
ORD100315,CUST1322,2024-07-27,Fashion,Running Shoes,1324.02,1.0,India,Cod,Marketplace,Delivered,1324.02,2024-07,3,2024
ORD103882,CUST873,2024-08-20,Electronics,Phone Case,4331.87,2.0,United States,Net Banking,Mobile App,Delivered,8663.74,2024-08,3,2024
ORD103771,CUST698,2024-04-05,Beauty,Face Serum,165.99,1.0,France,Credit Card,Website,Returned,165.99,2024-04,2,2024
ORD100339,CUST1093,2024-09-27,Electronics,Smartwatch,1243.75,1.0,India,Debit Card,Mobile App,Delivered,1243.75,2024-09,3,2024
ORD100777,CUST1741,2024-09-27,Home & Kitchen,LED Desk Lamp,3460.58,1.0,India,Credit Card,Website,Delivered,3460.58,2024-09,3,2024
ORD100769,CUST644,2024-04-26,Sports,Resistance Bands,760.42,1.0,India,Credit Card,Mobile App,Delivered,760.42,2024-04,2,2024
ORD103656,CUST649,2024-07-16,Sports,Yoga Mat,222.08,4.0,France,Net Banking,Website,Delivered,888.32,2024-07,3,2024
ORD101953,CUST1190,2024-04-07,Sports,Cycling Gloves,2133.17,1.0,India,Debit Card,Marketplace,Delivered,2133.17,2024-04,2,2024
ORD105710,CUST1537,2024-05-29,Books,Cookbook,455.85,1.0,India,Unknown,Mobile App,Cancelled,455.85,2024-05,2,2024
ORD105138,CUST589,2024-07-13,Toys,RC Car,1795.46,2.0,United States,Net Banking,Website,Delivered,3590.92,2024-07,3,2024
ORD100538,CUST1304,2024-08-23,Home & Kitchen,Blender,2372.03,1.0,Uae,Unknown,Marketplace,Delivered,2372.03,2024-08,3,2024
ORD102969,CUST810,2024-06-01,Sports,Resistance Bands,1763.14,1.0,United Kingdom,Paypal,Marketplace,Delivered,1763.14,2024-06,2,2024
ORD104982,CUST1745,2024-06-15,Beauty,Face Serum,788.73,1.0,United States,Credit Card,Website,Returned,788.73,2024-06,2,2024
ORD105516,UNKNOWN,2024-07-02,Home & Kitchen,Blender,3291.29,1.0,United States,Cod,Mobile App,Returned,3291.29,2024-07,3,2024
ORD100662,CUST935,2024-04-29,Electronics,Bluetooth Speaker,4200.86,1.0,Germany,Upi,Mobile App,Delivered,4200.86,2024-04,2,2024
ORD102020,CUST106,2024-01-08,Beauty,Makeup Brush Kit,539.1,1.0,France,Credit Card,Mobile App,Cancelled,539.1,2024-01,1,2024
ORD104798,UNKNOWN,2024-09-22,Toys,Puzzle 1000pc,1020.43,1.0,India,Cod,Website,Returned,1020.43,2024-09,3,2024
ORD101816,CUST439,2024-09-03,Electronics,Bluetooth Speaker,2874.07,4.0,India,Upi,Website,Delivered,11496.28,2024-09,3,2024
ORD101924,CUST437,2024-01-09,Home & Kitchen,Storage Containers,1219.19,1.0,Uae,Credit Card,Website,Delivered,1219.19,2024-01,1,2024
ORD105207,CUST575,2024-05-19,Home & Kitchen,Blender,1745.69,1.0,United States,Net Banking,Website,Delivered,1745.69,2024-05,2,2024
ORD101570,CUST1332,2024-08-24,Books,Fiction Bestseller,725.13,1.0,India,Paypal,Mobile App,Delivered,725.13,2024-08,3,2024
ORD105133,CUST1691,2024-09-17,Sports,Resistance Bands,1373.83,1.0,India,Paypal,Marketplace,Delivered,1373.83,2024-09,3,2024
ORD102376,UNKNOWN,2024-06-03,Home & Kitchen,Blender,1827.62,2.0,,Debit Card,Mobile App,Delivered,3655.24,2024-06,2,2024
ORD104593,CUST1304,2024-04-02,Electronics,Phone Case,2111.68,2.0,India,Upi,Website,Delivered,4223.36,2024-04,2,2024
ORD100075,CUST1777,2024-01-03,Electronics,Bluetooth Speaker,2817.62,5.0,Germany,Credit Card,Website,Delivered,14088.099999999999,2024-01,1,2024
ORD103293,CUST361,2024-02-24,Home & Kitchen,Storage Containers,937.97,2.0,United Kingdom,Credit Card,Mobile App,Delivered,1875.94,2024-02,1,2024
ORD102832,CUST774,2024-09-26,Home & Kitchen,LED Desk Lamp,2486.08,2.0,India,Debit Card,Mobile App,Cancelled,4972.16,2024-09,3,2024
ORD102670,CUST248,2024-07-15,Home & Kitchen,LED Desk Lamp,477.79,1.0,United States,Upi,Website,Delivered,477.79,2024-07,3,2024
ORD105860,CUST560,2024-02-20,Electronics,Smartwatch,1573.8,1.0,United Kingdom,Cod,Website,Delivered,1573.8,2024-02,1,2024
ORD105813,CUST733,2024-08-25,Fashion,Cotton T-Shirt,621.29,2.0,India,Cod,Website,Returned,1242.58,2024-08,3,2024
ORD100876,CUST178,2024-08-07,Electronics,Phone Case,3728.75,1.0,United Kingdom,Cod,Mobile App,Delivered,3728.75,2024-08,3,2024
ORD100465,CUST482,2024-06-04,Toys,Building Blocks Set,1086.0,1.0,India,Credit Card,Website,Delivered,1086.0,2024-06,2,2024
ORD101845,CUST771,2024-09-06,Home & Kitchen,Non-stick Pan Set,2259.5,1.0,India,Net Banking,Website,Delivered,2259.5,2024-09,3,2024
ORD100759,CUST663,2024-08-10,Home & Kitchen,Air Fryer,1682.13,1.0,India,Debit Card,Website,Delivered,1682.13,2024-08,3,2024
ORD104937,CUST1520,2024-07-31,Home & Kitchen,LED Desk Lamp,3291.54,2.0,France,Net Banking,Website,Delivered,6583.08,2024-07,3,2024
ORD101173,CUST1138,2024-04-17,Fashion,Leather Wallet,1907.72,3.0,India,Net Banking,Website,Delivered,5723.16,2024-04,2,2024
ORD103027,CUST770,2024-09-07,Sports,Dumbbell Set,598.93,1.0,India,Credit Card,Website,Returned,598.93,2024-09,3,2024
ORD101431,CUST1130,2024-06-05,Sports,Resistance Bands,1588.22,2.0,,Cod,Mobile App,Delivered,3176.44,2024-06,2,2024
ORD105671,CUST727,2024-07-07,Fashion,Sunglasses,2369.01,1.0,Germany,Upi,Marketplace,Delivered,2369.01,2024-07,3,2024
ORD105885,CUST440,2024-05-20,Books,Fiction Bestseller,236.3,1.0,India,Net Banking,Mobile App,Delivered,236.3,2024-05,2,2024
ORD102797,CUST813,2024-02-22,Sports,Cycling Gloves,1298.3,1.0,,Credit Card,Mobile App,Delivered,1298.3,2024-02,1,2024
ORD103451,CUST329,2024-05-29,Home & Kitchen,Non-stick Pan Set,958.71,2.0,,Upi,Mobile App,Delivered,1917.42,2024-05,2,2024
ORD103714,CUST1301,2024-03-29,Fashion,Denim Jacket,2093.43,1.0,Uae,Paypal,Mobile App,Delivered,2093.43,2024-03,1,2024
ORD104322,CUST697,2024-05-05,Home & Kitchen,Air Fryer,3072.69,1.0,United States,Credit Card,Marketplace,Delivered,3072.69,2024-05,2,2024
ORD103010,CUST1612,2024-06-05,Sports,Water Bottle,1580.38,1.0,India,Net Banking,Website,Delivered,1580.38,2024-06,2,2024
ORD105480,CUST1591,2024-01-07,Toys,Building Blocks Set,1452.65,1.0,India,Debit Card,Mobile App,Delivered,1452.65,2024-01,1,2024
ORD103555,CUST1641,2024-02-01,Home & Kitchen,Blender,451.23,1.0,Germany,Debit Card,Mobile App,Delivered,451.23,2024-02,1,2024
ORD100111,CUST149,2024-09-28,Electronics,USB-C Cable,900.06,1.0,United States,Credit Card,Website,Delivered,900.06,2024-09,3,2024
ORD104814,CUST1679,2024-07-03,Fashion,Running Shoes,2144.0,1.0,India,Paypal,Website,Delivered,2144.0,2024-07,3,2024
ORD105489,CUST1477,2024-06-13,Electronics,Smartwatch,4575.95,3.0,India,Debit Card,Mobile App,Cancelled,13727.849999999999,2024-06,2,2024
ORD100403,CUST1219,2024-03-27,Beauty,Face Serum,191.54,1.0,India,Credit Card,Marketplace,Delivered,191.54,2024-03,1,2024
ORD100604,CUST95,2024-08-27,Electronics,Power Bank,4230.32,1.0,Germany,Cod,Mobile App,Delivered,4230.32,2024-08,3,2024
ORD105950,CUST1782,2024-06-04,Electronics,Smartwatch,2245.07,2.0,United States,Credit Card,Website,Delivered,4490.14,2024-06,2,2024
ORD104774,CUST1458,2024-02-04,Fashion,Running Shoes,2025.47,3.0,India,Upi,Marketplace,Delivered,6076.41,2024-02,1,2024
ORD102619,CUST876,2024-04-29,Sports,Dumbbell Set,2316.93,1.0,India,Paypal,Mobile App,Delivered,2316.93,2024-04,2,2024
ORD102129,CUST1357,2024-02-07,Sports,Resistance Bands,878.31,1.0,India,Net Banking,Mobile App,Delivered,878.31,2024-02,1,2024
ORD102872,CUST901,2024-05-23,Electronics,Wireless Earbuds,4708.51,3.0,India,Debit Card,Website,Delivered,14125.53,2024-05,2,2024
ORD105780,UNKNOWN,2024-03-04,Fashion,Denim Jacket,1706.68,1.0,India,Upi,Website,Delivered,1706.68,2024-03,1,2024
ORD105837,CUST501,2024-09-14,Fashion,Sunglasses,1439.46,1.0,United States,Debit Card,Website,Delivered,1439.46,2024-09,3,2024
ORD100643,CUST1391,2024-08-26,Electronics,Phone Case,947.77,1.0,India,Credit Card,Mobile App,Delivered,947.77,2024-08,3,2024
ORD103174,CUST1030,2024-01-12,Fashion,Cotton T-Shirt,1439.57,1.0,India,Cod,Mobile App,Delivered,1439.57,2024-01,1,2024
ORD103025,CUST1066,2024-06-26,Home & Kitchen,LED Desk Lamp,2864.67,2.0,Germany,Unknown,Marketplace,Delivered,5729.34,2024-06,2,2024
ORD101341,CUST1056,2024-01-08,Fashion,Cotton T-Shirt,1746.58,1.0,France,Upi,Website,Delivered,1746.58,2024-01,1,2024
ORD103708,CUST280,2024-05-05,Books,Kids Picture Book,327.81,3.0,France,Upi,Mobile App,Delivered,983.4300000000001,2024-05,2,2024
ORD100588,CUST911,2024-04-10,Fashion,Running Shoes,1594.03,1.0,United States,Upi,Website,Returned,1594.03,2024-04,2,2024
ORD105758,CUST1266,2024-01-16,Fashion,Leather Wallet,969.05,2.0,India,Credit Card,Mobile App,Delivered,1938.1,2024-01,1,2024
ORD105611,CUST1285,2024-02-08,Home & Kitchen,Air Fryer,2276.79,1.0,India,Debit Card,Mobile App,Returned,2276.79,2024-02,1,2024
ORD101374,CUST1665,2024-09-01,Electronics,Phone Case,4520.91,1.0,Germany,Upi,Mobile App,Delivered,4520.91,2024-09,3,2024
ORD103347,CUST338,2024-01-29,Fashion,Running Shoes,2035.24,2.0,Germany,Credit Card,Website,Delivered,4070.48,2024-01,1,2024
ORD102230,CUST1701,2024-03-25,Fashion,Running Shoes,2107.17,4.0,Germany,Net Banking,Mobile App,Delivered,8428.68,2024-03,1,2024
ORD103798,CUST622,2024-03-22,Electronics,Wireless Earbuds,1266.64,1.0,India,Upi,Website,Cancelled,1266.64,2024-03,1,2024
ORD102578,CUST1719,2024-05-11,Sports,Resistance Bands,1748.0,1.0,India,Net Banking,Mobile App,Returned,1748.0,2024-05,2,2024
ORD102392,CUST758,2024-08-29,Sports,Yoga Mat,314.36,2.0,United Kingdom,Debit Card,Mobile App,Delivered,628.72,2024-08,3,2024
ORD101177,CUST480,2024-08-30,Sports,Water Bottle,1932.33,2.0,India,Unknown,Mobile App,Delivered,3864.66,2024-08,3,2024
ORD100478,CUST1410,2024-06-20,Home & Kitchen,Air Fryer,1591.72,1.0,India,Upi,Mobile App,Delivered,1591.72,2024-06,2,2024
ORD104222,CUST145,2024-08-23,Electronics,Wireless Earbuds,2559.15,1.0,United Kingdom,Net Banking,Mobile App,Delivered,2559.15,2024-08,3,2024
ORD103437,CUST901,2024-07-31,Books,Fiction Bestseller,231.95,1.0,United States,Net Banking,Marketplace,Delivered,231.95,2024-07,3,2024
ORD100488,CUST1363,2024-09-17,Home & Kitchen,Blender,3098.96,3.0,India,Debit Card,Mobile App,Returned,9296.880000000001,2024-09,3,2024
ORD105190,CUST526,2024-03-21,Fashion,Denim Jacket,2869.75,4.0,United Kingdom,Paypal,Marketplace,Delivered,11479.0,2024-03,1,2024
ORD100781,CUST736,2024-08-03,Home & Kitchen,Blender,3199.01,1.0,India,Upi,Website,Delivered,3199.01,2024-08,3,2024
ORD101216,CUST1234,2024-04-22,Sports,Yoga Mat,2069.48,1.0,India,Paypal,Website,Delivered,2069.48,2024-04,2,2024
ORD101824,CUST1684,2024-08-25,Toys,RC Car,1183.66,1.0,Uae,Debit Card,Marketplace,Delivered,1183.66,2024-08,3,2024
ORD105261,CUST1019,2024-07-11,Books,Cookbook,176.17,2.0,Germany,Upi,Mobile App,Delivered,352.34,2024-07,3,2024
ORD100997,CUST619,2024-04-21,Electronics,Smartwatch,2896.71,5.0,India,Paypal,Marketplace,Delivered,14483.55,2024-04,2,2024
ORD105733,CUST437,2024-07-06,Electronics,Phone Case,608.73,1.0,France,Cod,Website,Delivered,608.73,2024-07,3,2024
ORD101680,CUST1010,2024-09-12,Electronics,USB-C Cable,2928.64,1.0,India,Credit Card,Website,Delivered,2928.64,2024-09,3,2024
ORD104991,CUST1085,2024-02-16,Sports,Dumbbell Set,416.11,1.0,United Kingdom,Credit Card,Mobile App,Delivered,416.11,2024-02,1,2024
ORD102974,CUST1137,2024-01-01,Toys,Building Blocks Set,1684.96,2.0,Germany,Net Banking,Mobile App,Delivered,3369.92,2024-01,1,2024
ORD105127,CUST1663,2024-05-31,Sports,Resistance Bands,946.59,1.0,Germany,Paypal,Website,Delivered,946.59,2024-05,2,2024
ORD104088,CUST679,2024-06-02,Fashion,Sunglasses,1203.22,1.0,India,Upi,Website,Delivered,1203.22,2024-06,2,2024
ORD100801,CUST183,2024-01-22,Sports,Cycling Gloves,499.44,1.0,India,Upi,Marketplace,Delivered,499.44,2024-01,1,2024
ORD105040,CUST621,2024-01-02,Books,Fiction Bestseller,559.98,2.0,India,Debit Card,Website,Cancelled,1119.96,2024-01,1,2024
ORD102530,CUST1160,2024-04-25,Electronics,USB-C Cable,3869.18,1.0,India,Credit Card,Marketplace,Delivered,3869.18,2024-04,2,2024
ORD104449,CUST166,2024-02-12,Fashion,Denim Jacket,1087.59,1.0,India,Credit Card,Mobile App,Delivered,1087.59,2024-02,1,2024
ORD100939,CUST86,2024-02-21,Fashion,Sunglasses,1999.9,1.0,United States,Debit Card,Mobile App,Cancelled,1999.9,2024-02,1,2024
ORD100349,CUST366,2024-09-11,Home & Kitchen,Blender,1823.23,1.0,United States,Credit Card,Mobile App,Delivered,1823.23,2024-09,3,2024
ORD102858,CUST952,2024-03-26,Electronics,USB-C Cable,3969.19,1.0,United States,Debit Card,Mobile App,Delivered,3969.19,2024-03,1,2024
ORD102313,CUST1120,2024-07-30,Electronics,USB-C Cable,3647.26,1.0,India,Credit Card,Mobile App,Delivered,3647.26,2024-07,3,2024
